"filename", "language", "Markdown", "GDScript", "YAML", "JSON", "JSON with Comments", "Shell Script", "JavaScript", "HTML", "PHP", "CSS", "Properties", "Rust", "Python", "comment", "blank", "total"
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Util\DataTypeHandler.gd", "GDScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 48
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Util\Filehandler.gd", "GDScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 39
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Util\InputHandler.gd", "GDScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 22
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Util\RowTypeHandler.gd", "GDScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 41
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\config\Forms\ActorRace.json", "JSON", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 35
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\config\Forms\ActorRole.json", "JSON", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 33
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\config\Forms\ActorSpecialty.json", "JSON", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 34
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\config\Forms\ItemsConsumables.json", "JSON", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 34
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\config\Forms\KitAppendix.json", "JSON", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 38
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\config\Forms\KitBase.json", "JSON", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 40
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\config\Forms\KitMod.json", "JSON", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 38
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\config\ModulesReference.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\config\SyntaxAtlas.json", "JSON", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 48
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\config\SyntaxIndex.json", "JSON", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 71
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\config\components.json", "JSON", 0, 0, 0, 541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 592
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\foobar.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\mongoDB\test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 9
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\project.godot", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 11, 169
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\GameData\Personal\[KIT] [BASE] .json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\GameData\Stable\Actor_Attributes\Races\Dwarf.json", "JSON", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\GameData\Stable\Actor_Attributes\Races\Elf.json", "JSON", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\GameData\Stable\Actor_Attributes\Races\Human.json", "JSON", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 30
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\GameData\Stable\Actor_Attributes\Races\Orc.json", "JSON", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 30
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\GameData\Stable\Actor_Attributes\Races\Troll.json", "JSON", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 30
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\GameData\Stable\Actor_Attributes\Roles\Arsenist_1.json", "JSON", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33
"c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\GameData\Stable\Actor_Attributes\Roles\Brawler_1.json", "JSON", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32
